data$Geneid,A01,A04,A05,A14,A15,A16,A19,A20,A25,A26,A30,A31,A33,A36,A38,A41,A43,A50,A51,A57
MS4A4E,178.0389784243577,131.74004601914538,177.6498847627359,238.24309690938205,144.06414359711013,177.60431230421733,199.41312969674405,156.3826537420851,192.95434342956935,161.4854859606208,185.67340335971738,153.64266751981108,237.28928506694905,163.11189162266334,211.39780089193218,117.38001759340102,191.01289380503567,145.22495492296164,183.02958743998224,184.79461282019744
MS4A7,108.05124207823089,121.73447290376727,142.32768545318606,146.12243277108766,89.0778292470681,136.5397314246295,144.60367299646938,116.6664242202857,147.81882449867595,122.8914704480196,147.5865513884933,114.85908154393643,200.15622900685395,147.79622104776536,147.57959684908474,92.89066140484972,164.04636762079534,75.96382257508763,196.50851054602745,154.98903010726235
MS4A14,59.550968645388615,83.37977596148443,76.87772790902021,81.7967966055545,58.28549321104456,63.650100363361126,89.79421629619469,53.36868341991793,85.7574859686975,62.969183204770374,83.79107433669297,63.39624630671816,67.92632206114953,72.74943523076534,63.81820404284745,36.31180400371399,87.64121009878107,80.43228272656337,104.284299820455,75.79133889860633
MS4A1,46.044563385609756,60.03343869226879,46.749969674404184,53.207624976428654,37.39069375802858,40.03796635759813,45.48018747469602,48.404154729693005,36.10841514471473,45.70343942281721,73.31719004460635,55.93786438828073,50.71832047232498,73.51521875951023,66.4772958779661,31.245040654358544,53.93305236848066,34.63056617393701,65.26636451348205,58.75957734835771
SYT7,733.6433766107154,1434.1321465375322,670.08289866646,612.2847590571118,790.7032003536045,842.85052255354,539.9314564303655,680.1404305608145,662.3637403108609,840.9432853798367,913.1322760100973,873.3765226490232,633.9790059040623,567.4455947999696,564.3922420039321,1259.9351528730526,531.0907517951775,722.7734295012015,537.7380902306455,699.1538116377055
LOC101927495,161.4629356055382,412.7298910093479,166.22211439788154,142.15171448926463,157.26085904112023,283.34560806915596,135.2744037708907,176.2407685029848,129.76461692631858,315.8615480110256,244.7080239151147,278.9434837495599,199.2505447127053,150.85935516274495,170.1818774475932,319.2060910093927,153.559385215813,204.43205193001526,116.34438891533755,183.943024742685
CHRM1,127.69692245609106,234.29717045177125,146.48323831313311,142.15171448926463,106.67344983908156,252.5471724094651,137.60672107728539,156.3826537420851,103.81169354105486,193.9857095501797,164.72563477554414,190.93457711199824,109.58779959198792,127.88584930039801,140.26709430250847,194.22592839195852,143.8214729826151,150.81053011230634,130.5327290269641,143.06679702208834
MACROD1,3158.657048252829,3412.734230103558,2899.5370080280463,2748.5311946779043,2906.576576543222,2550.110472622404,2678.6664263942753,2854.603996879331,2727.3137313992347,3218.5377673535054,2569.910336758345,3473.3684594163115,2780.4507830363877,2882.409202195797,2752.824822306576,3501.9779349628348,2663.693530865517,2942.481009746777,2635.484175734628,2533.474530599481
SCYL1,241.2735121405951,248.4717323652236,237.90540123196797,231.8899476584652,289.2280134812211,337.7561777346098,200.57928834994138,265.6022849270334,241.4750262802798,232.5797250627809,212.33419973957425,257.31417618609134,263.5541295972602,232.03240920970418,263.9148646355254,264.3161547247088,217.23034981749154,278.161644429365,199.34617856835277,222.26448823074438
SPTBN2,593.6679039184618,603.6695779611473,538.1440953631414,533.6645370770158,653.2374144784994,932.1659859666436,415.1524805382508,626.7717471408965,528.085571491453,511.87852153555275,467.51610794677555,613.8248318874006,463.71035860411416,509.24604661535733,512.5399512191186,741.436370122346,448.6930328988877,673.6203678349683,478.1470617618141,474.3345591744238
C11orf80,655.6745826110829,959.7012213166857,678.394004386354,659.9333784389883,719.2209916985498,1613.8380285678015,662.3781150160855,650.353258419465,689.445051669397,851.0996052515737,736.0284143439053,864.4264643468982,672.9234305524548,719.0707334914595,673.4150072437966,1071.6204483886754,716.8601543977221,809.9084024549785,609.3892077943595,723.849865885566
PC,1723.2945256454211,1926.9066224699052,1567.6823164150203,1624.8179209219857,1935.5182651214798,2279.084238817124,1371.4025761600644,1627.1242782212187,1699.352287748137,1834.2313688357306,1525.3784214475243,1683.356798991328,1496.1904539335872,1552.2432127659088,1461.8357363564744,2134.7962911950917,1545.3317643913276,1830.9515470671859,1393.2949989617252,1415.3393848256596
GPR152,63.84846122804553,37.52089918266799,60.255516469232056,46.060332069147194,36.29096747102774,98.55499411101077,59.474091313064015,37.23396517668692,56.419398663616775,44.68780743564349,45.704222365468894,64.1420844985619,57.05811053136561,59.731115242102064,44.539788238237286,54.04547572645802,56.18026288383402,60.32421204492253,56.0439434409248,45.98575618567125
NUDT8,22.715317936900814,45.02507901920159,17.661099654774915,20.64773506547978,26.393430888020177,46.1976534895363,29.153966329933343,35.992833004130695,18.054207572357367,16.250111794779453,33.32599547482107,38.78358597587464,27.170528824459815,19.910371747367353,24.596599474847455,33.77842232903627,32.959087558515954,40.216141363281686,21.99192717302112,14.47699731771132
TBX10,144.27296527491058,207.61564214409623,96.61660399376865,114.35668651650339,137.4657858751051,331.5964906026717,110.7850720537467,150.17699287930392,135.40655679268025,120.86020647367218,134.25615319856487,181.98451880987332,149.437908534529,143.201519875296,128.9659540032542,374.9404878523025,105.61889422160796,135.17091958214124,104.99371682603633,110.70645007661598
ALDH3B2,211.19106406199674,316.009350894026,165.18322618289477,162.7994495547444,197.95073166015132,404.4861216639401,163.26221144762673,170.03510764020362,163.61625612448864,238.6735169858232,177.10386166619196,240.905735965529,172.0800158882455,186.08539748501028,202.09097946901693,427.29704246230875,172.28613951042433,308.3237504518263,144.72106913859062,177.981908200098
CHKA,1201.4561406085106,1043.0809972781701,1162.5159125701841,1153.096589041409,1218.4967259969314,1611.7847995238221,1171.9894464633203,1279.607269905474,1236.7132187064797,1222.8209125571539,1114.992591457585,1200.0536506765825,1165.615686569326,1216.0642436468984,1188.6140502980338,1552.1185060192163,1047.9491703264505,1006.5206491199111,1136.4860429412852,1202.442365447552
LRP5,3612.963406990845,3502.784388141961,3283.925647573147,3167.044901582052,3141.918001961402,5044.783761057364,3104.314334811302,3197.1564765048506,3077.114003113659,3059.0835453672316,2736.54031413245,3555.410660519123,3014.117330926742,3135.1177666816134,3101.830625665898,4449.462681292302,3022.49814315027,3301.0749369027053,3080.998055239701,2880.9224662245524
CCND1,435.88853338377237,362.7020254324573,474.77191424894914,393.10110990048037,361.8099484232766,592.3565791880543,396.49394208709344,423.2260708416747,334.0028400886113,312.81465204950445,360.87292242734816,512.3908377966515,396.68972083711327,359.9182585101022,390.8864997624406,746.5031334717014,377.5313665793646,459.1342805641326,405.7865271925188,437.7162718413893
FGF19,65.69024376346992,91.71775355763288,49.866634319364465,47.64861938187641,52.786861776040354,75.96947462723747,54.80945670027468,73.22679818081762,63.18972650325078,59.92228724324923,40.943365869065886,79.05884833543676,57.05811053136561,50.541712897163286,55.17615557871186,114.8466359187233,43.44606996349831,58.08998196918466,60.300445474412754,41.7278157981091
ANO1,1620.1547036616553,1775.1554302200034,1366.1380027075888,1536.6679750655142,1844.2409833004099,1101.5573820949435,1516.0062491565338,1464.5359636163523,1592.1554302872653,1346.728014992347,1350.1789023798935,1715.427841240609,1189.1634782171911,1402.1496411319088,1467.1539200267116,2361.111720799635,1436.7165894825819,1931.4919004753901,1662.8734610826293,1205.8487177576017
CTTN,1467.286753221431,896.3325915859576,1375.4879966424699,1387.368967668968,929.2687125157104,1303.8004429269133,1820.3736576410379,1494.323135757702,1342.7816881940792,962.8191238406826,1032.1536884201726,1319.3877613715815,1191.8805310996372,1762.0678996420108,1498.3982490893557,1379.8485521411314,1399.2630808933593,1534.9160620319178,1670.677048144024,1314.0004036016803
PHOX2A,57.70918610996423,125.06966394222664,49.866634319364465,56.38419960188708,39.590146332030265,81.10254723718595,54.80945670027468,73.22679818081762,64.31811447652312,95.46940679432927,68.55633354820334,79.05884833543676,59.77516341381159,48.244362310928594,50.52274486725423,110.62433312759377,44.19514013528276,35.74768121180595,58.17219445766877,51.09528465074583
FCHSD2,3387.652010157262,2135.356062373616,3634.030976023685,3799.9773957046436,3460.838625191646,2933.0376893245602,3536.959195147513,3497.5104622634585,3424.6574988815382,3098.693192867007,2946.970171273463,3073.5991885880653,3600.095069240925,3609.9035545034503,3674.864916133966,3230.061635214093,3641.979175216013,2911.201788686447,3742.884121447079,3752.097069519769
TSKU,225.92532434539186,331.85150832670803,203.62209013740488,223.15436743845453,266.13376145420347,310.03758564088804,188.91770181796807,201.0634119541094,227.93437060101175,309.7677560879833,243.7558526158341,292.36857120274726,193.81643894781334,204.46420217488784,194.77847692244066,545.5215206139356,159.55194659008862,234.5941579524765,183.02958743998224,218.85813592069465
CAPN5,975.5308162631187,927.1831086917068,891.3660884586398,837.0274138082956,1030.4435309197877,839.770678987571,839.6342303020803,904.7853537934923,841.7774280611623,1098.9138101219605,722.6980161539768,944.9769890660225,851.3432364997408,869.1643051254596,797.7275505355931,1959.9929556423292,776.7857681404784,945.0793220371197,770.4268680613206,758.7649770635757
NDUFC2-KCTD14,217.94426669188618,196.77627126910326,183.88321405265646,192.18276484023485,278.2307506112127,253.5737869314548,204.0777643095334,179.96416502065347,235.8330864139181,204.14202942191687,172.34300516978894,206.59717914071683,178.4198059472861,161.58032456517353,176.8296070353898,257.56047025890155,153.559385215813,226.77435268739396,175.93541738416897,186.4977889752223
CTSC,489.3002269110797,210.9508331825556,467.49969674404184,555.9005594552248,424.4943467823245,356.23523913042436,587.7439612114562,450.5309786379118,501.00426013291695,483.4408258946887,394.1989179021692,358.0023320849967,564.2413152546154,507.71447955786755,505.892221631322,318.3616304511668,516.858418531273,509.40445726823475,568.2430214706426,498.1790253447719
SMCO4,658.7442201701235,1110.6186158069727,607.7496057672544,754.4364735463765,874.2823981656684,1451.6329340934296,520.1067593260108,600.7079715172157,705.2424832952097,1230.9459684545434,800.7760626949862,811.4719527259924,678.3575363173467,582.7612653748675,600.2899817780338,1400.1156055385532,555.0609972922801,619.9988460172593,547.669928308784,613.14341580895
AMOTL1,1108.1391588136748,1296.5555162010828,987.9826924524084,1057.0052066212918,1341.6660701410258,1554.2943862923992,1082.1952301671256,1125.7068805085014,1090.022782181076,1541.7293565297005,1109.2795636619012,1426.0426228052368,1144.7849478039068,1118.0439519675515,1110.8356141208135,1997.9936807624952,1070.4212754799842,1151.7456040428729,1083.2797675226857,1136.8700834790948
MMP8,68.75988132251057,35.01950590382346,51.94441074933798,73.85536004190844,45.08877776703447,58.51702775341265,36.150918249117346,52.127551247361694,40.621967037804076,57.8910232689018,71.41284744604515,39.52942416771838,72.45474353189283,81.93883757570411,76.44889025966101,48.13425181887668,89.13935044234998,43.5674864768885,45.4026883572049,74.08816274358146
CARD17,62.620606204429265,73.3742028461063,90.38327470384809,68.2963544473562,56.08604063704288,57.490413231422956,102.62196148136536,81.91472338871124,72.21683028942947,62.969183204770374,77.12587524172876,75.32965737621805,71.54905923774417,101.08342579432657,84.42616576501695,43.06748846952124,100.37540301911677,78.1980526508255,93.6430447367351,103.0421573790041
ATM,516.9269649424455,521.1235997592777,493.47190211871083,559.8712777370478,557.5612275094262,566.6912161383119,459.46650935974947,505.14079423038595,531.47073541127,496.644041727947,527.5028998014535,468.38638447787065,489.9752031344253,526.8590677764901,525.1706374359321,484.7203604216704,514.6112080159196,446.84601514757435,481.6941467897207,577.376716553428
COLCA2,22.715317936900814,44.191281259586745,12.466658579841116,11.912154845469102,30.792336036023542,73.91624558325809,18.658538451157337,18.61698258834346,24.82453541199138,58.90665525607551,35.23033807338227,34.30855682481218,21.73642305956785,23.739289391091848,19.278415804610166,48.13425181887668,29.96280687137814,21.22518571950978,7.803587061394592,34.06352310049722
POU2AF1,225.31139683358373,467.76054314392763,220.24430157719306,208.8597816238916,296.926097490227,302.8512839869602,204.0777643095334,243.26190582102126,218.90726681483306,273.20500454972955,257.0862508057625,281.9268365169349,193.81643894781334,234.32975979593888,207.40916313925422,261.78277305003104,218.72849016106045,269.22472412641355,234.8170288474191,240.99942593601784
BTG4,136.29190762140487,176.76512503834698,151.6776793880669,114.35668651650339,126.46852300509669,163.2317089963616,114.2835480133387,148.9358607067477,124.1226770599569,158.43858999909966,177.10386166619196,112.6215669684052,118.64464253347452,163.87767515140823,136.27845654983048,119.06893870985283,168.54078865150206,126.23399927918975,139.04573309394002,156.69220626228721
HTR3A,96.38661935387641,93.38534907686255,102.84993328368921,72.26707272917922,78.0805663770597,60.57025679739204,59.474091313064015,68.2622694905927,68.83166636961246,94.45377480715557,74.26936134388696,89.50058302124917,76.07748070848749,88.06510580566331,81.10230097111864,65.02346298339481,86.89213992699662,65.90978723426721,63.84753050231939,79.19769120865604
ZBTB16,5142.870766416706,4879.384489266069,5083.280035930215,5184.169788748153,4517.675586999454,5439.003737501407,5673.361847805028,5285.981922916987,5225.564704224185,5527.069274199361,4637.074227496531,5937.617845268039,5125.26742058727,5407.1974964677265,5245.723417730304,4328.704821465997,4635.246223002198,4652.784132724118,5278.062521525069,4963.055315742446
NNMT,419.31249056495284,744.5813993360559,407.24418027480976,429.6317180932523,600.450552702459,709.3906346948796,391.82930747430413,459.2189038458054,476.17972472092555,543.363113137938,578.9201499626059,549.6827473888386,473.6728858397494,395.1443008323675,447.3922012587118,402.80768627375744,388.01834898434697,404.39564370855476,407.91477820926275,424.94245067870287
CADM1,1007.4550468771414,3677.0481199014635,597.3607236173868,906.1179119120164,2336.918359876787,2785.205198158044,385.99851420831743,825.3528947498935,1235.5848307332074,2662.987070369483,2181.424446651859,1326.846143290019,723.6417510247798,663.9343194218268,619.568397582644,1527.629149830665,972.2930829762207,1186.37617021681,628.5434669450553,1222.0288912303379
JAML,374.49578220295933,254.3083166825275,373.9997573952335,399.45425915139725,401.4000947553069,288.47868067910446,349.8475959592001,322.69436486462,436.6861456563938,319.9240759597205,299.93395927338963,313.2520405743721,401.21814230785657,364.5129596825716,390.221726803661,276.13860253987144,319.10389318017724,379.8191128754382,366.76859188554585,419.83292221362825
MPZL2,90.24734423579513,55.030652134579725,77.91661612400698,81.0026529491899,79.18029266406053,81.10254723718595,81.63110572381336,80.673591216155,66.57489042306779,65.00044717911781,74.26936134388696,86.51723025387419,83.32295506167677,77.34413640323473,87.08525760013558,43.91194902774714,57.678403227402924,69.26113234787402,78.03587061394592,96.22945275890466
CBL,1141.2912444513138,1002.2249070570429,1158.360359710237,1301.6014527815905,1211.8983682749265,1126.196130622696,1152.1647493589658,1253.543494281793,1155.4692846308715,1136.492193647388,1052.149285705065,1149.336653631208,1205.465795511867,1262.7770389003372,1253.7618002584406,912.0174028839791,1221.7334501804437,1103.7096574145087,1335.832221509638,1296.1170539739194
USP2,329.0651463291577,468.5943409035425,354.26088131048505,342.27591589314557,386.0039267372951,261.7867031073724,277.5457594609654,341.3113474529635,319.33379643607094,497.65967371512073,318.97738525900166,352.78146474209046,272.6109725387468,315.5028138428981,348.3410304005423,289.64997147148597,260.6764197809898,464.7198557534773,266.74079409857876,325.3066456097485
MIR100HG,1870.6371284793722,1080.6018964608381,1872.0765634061408,1709.7912921529985,2671.235151125042,1636.4235480515747,1660.6099221530033,1646.9823929821184,1973.5505652533147,1426.9629419790706,1843.4036354072452,1502.1181183732986,1642.0056252915215,1690.0842479399905,1878.6483815113218,1272.6020612464413,1775.296307129155,1886.8072989606326,1655.069874021235,1944.175580960879
CRTAM,187.8618186132878,257.64350772098686,193.2332079875373,197.7417704347871,170.45757448513032,156.04540734243372,204.0777643095334,173.75850415787232,196.33950734938637,178.75122974257397,192.3386024546816,171.54278412406092,190.19370177121868,211.35625393359192,218.0455304797288,130.04692596678962,197.75452535109574,224.5401226116561,226.30402478044317,235.88989747094325
GRAMD1B,2145.0627262576063,2379.6588059407654,2316.720719420474,2185.483342315398,1585.8053058552123,1822.2407765317096,2015.1221527249927,1769.8544780651853,1914.8743906431532,2240.484163705217,2143.337594680635,1531.9516460470484,2348.4393747274767,1920.5850900922048,2027.557524277966,1634.0311801671294,2091.4039196221943,1838.7713523322684,2025.3855509346872,2135.7828984011758
PKNOX2,952.8154983262178,1918.5686448737567,1018.1104506870245,908.5003428811102,1116.2221813058534,1396.195749905986,907.2714321875256,925.8846007269482,918.5078102436811,1795.6373533231294,1274.957369736726,1410.3800207765182,1059.6506241539328,951.8689262299085,1091.5571983162033,1514.9622414572764,1017.237293283288,1283.5651785114073,851.3004066975918,1107.0645007661597
VSIG10L2,98.84232940110894,196.77627126910326,57.13885182427178,50.82519400733484,96.77591325607399,114.98082646284591,68.80336053864269,78.19132687104255,71.08844231615713,94.45377480715557,97.1214725266214,134.9967127237175,75.17179641433881,60.49689877084696,56.50570149627118,133.42476819969323,55.431192712049565,107.24304363541783,56.0439434409248,61.314341580895004
BARX2,260.3052650066471,652.8636457784231,222.32207800716657,189.00619021477644,276.031298037211,487.6418979451054,215.73935084150673,215.95699802478416,159.1027042313993,398.12773897209655,344.6860103395779,433.33198946121473,298.875817069058,187.61696454250009,237.98871924311862,890.0614283701055,225.4701217071205,547.3863685557785,191.54259150695816,275.9145371140275
LINC01395,18.417825354243902,113.39649530761882,10.388882149867596,18.265304096385957,5.498631435004204,44.14442444555691,8.163110572381335,14.89358607067477,10.155491759451019,40.62527948694863,46.656393664749494,38.78358597587464,29.887581706905795,10.720969402428576,22.60228059850847,56.57885740113574,6.741631546060082,33.51345113606808,11.350672089301225,22.992878092835625
ST14,774.7765199018602,1203.1701671242204,815.5272487646063,826.7035462755557,818.1963575286255,882.8884889111382,665.8765909756776,697.5162809766017,801.1554610233582,828.755701533752,765.545724621604,968.8438112050222,805.1533374981592,665.4658864793166,672.7502342850169,1246.4237839414382,704.8750316491708,1031.0971799530278,664.7237342297029,806.4539094042717
TSPAN9,4563.323195269831,4689.278600073884,4859.919069708061,4329.671214499836,4345.018559940322,4114.6710041347,5202.233751913305,5072.507189237315,4583.511947432226,3859.40155126012,3846.7720490936317,4348.236658449022,4521.175996390113,5087.099981452359,4689.308451231728,4804.980576305408,4262.20927745354,4767.846981624618,4734.649095249773,4192.368105593696
TIGAR,241.88743965240323,246.8041368459939,294.00536484125297,264.44983756941406,256.2362248711959,228.93503840370212,246.05947582463742,239.53850930335255,235.8330864139181,191.95444557583227,242.8036813165535,205.8513409488731,248.15749659673295,281.04255504937765,235.99440036677964,195.07038895018442,250.1894373760075,259.1706887855931,289.44213827718124,265.6954801838783
FGF6,155.3236604874569,80.8783826826399,207.77764299735193,179.47646633840114,113.27180756108659,99.58160863300047,151.60062491565338,163.82944677742248,167.00142004430566,100.54756673019786,125.68661150503945,133.50503634003002,188.38233318292137,209.82468687610213,184.14210958196608,118.22447815162693,131.83635023406381,183.20686621050547,184.4484214511449,168.61443934746126
RAD51AP1,108.66516959003901,105.89231547108523,109.08326257360976,100.06210070194047,84.67892409906473,79.04931819320656,118.94818262612803,119.14868856539816,99.29814164796552,101.56319871737158,102.834500322305,84.27971567834297,119.55032682762318,101.84920932307148,98.38639789938982,99.64634587065699,110.11331525231468,67.02690227213616,131.2421460325454,97.93262891392952
AKAP3,127.08299494428292,171.76233848065792,189.07765512759025,164.38773686747362,191.3523739381463,120.11389907279438,160.92989414123204,193.61661891877202,163.61625612448864,162.5011179477945,152.3474078848963,123.80913984606136,178.4198059472861,150.09357163400006,146.2500509315254,137.64707099082278,163.29729744901087,166.45014064247144,175.22600037858766,181.38826051014772
KCNA6,296.5269882033268,194.27487799025872,330.36645236578954,288.27414726035227,202.34963680815468,186.8438430021246,293.8719806057281,290.42492837815803,235.8330864139181,236.64225301147576,241.8515100172729,269.24758725559127,260.8370767148142,279.5109879918879,281.86373452257624,180.71455946034402,271.1634021859722,260.28780382346207,273.1255471488107,257.17959940875403
CD9,1226.6271685926438,1217.3447290376726,1201.993664739681,1195.980346485098,912.7728182106978,1345.891638328491,1503.1785039713632,1274.642741215249,1194.9628636954033,1208.6020647367218,1246.392230758308,1361.154700114831,1285.1660133969492,1444.267735212878,1304.9493180844745,1361.2704198601614,1243.4564851621928,1219.8896213528778,1271.9846910073186,1292.7107016638695
CD163L1,339.50191402989594,389.3835537401323,363.6108752453659,327.187186422218,353.01213812726985,289.50529520109416,345.18296134641076,392.1977665277689,321.5905723826156,267.11121262668723,298.981787974109,276.70596917402867,387.6328778956267,402.0363525910716,344.35239264786435,272.7607603069678,368.54252451795116,308.3237504518263,394.43585510321753,334.6741144623852
CLEC4C,187.24789110147967,260.9786987594463,223.36096622215334,154.85801299109832,146.26359617111183,134.4865023806501,192.41617777756005,187.41095805599085,154.58915233830996,148.2822701273625,169.48649127194716,194.66376807121694,192.00507035951603,209.82468687610213,190.12506621098302,189.1591650426031,209.73964809964698,147.45918499869953,170.9694983450997,160.09855857233694
NANOG,100.0701844247252,105.89231547108523,99.73326863872893,116.7391174855972,78.0805663770597,93.4219215010623,102.62196148136536,55.85094776503039,90.27103786178684,90.3912468584607,100.9301577237438,80.55052471912425,99.62527235635265,120.99379754169392,98.38639789938982,63.334541866943,92.88470130127224,77.08093761295657,94.35246174231644,126.88662354935215
CLEC4D,58.32311362177236,30.016719346134394,63.37218111419234,65.91392347826236,48.387956628036996,46.1976534895363,74.63415380462935,50.88641907480547,55.291010690344436,47.73470339716464,52.36942146043311,35.80023320849967,60.680847707960254,55.13641406963268,47.86365303213559,31.245040654358544,41.9479296199294,42.45037143901956,43.27443734046092,57.056401193332846
KLRG1,271.3559602191935,334.3529016055526,299.1998059161868,289.0682909167169,276.031298037211,248.44071432150633,298.5366152185174,315.24757182928266,306.92152873007524,235.62662102430204,356.1120659309451,244.63492692474773,307.93266001054457,284.1056891643573,313.1080635852203,249.96032523486835,317.6057528366083,260.28780382346207,334.84482663438615,344.8931713925344
LOC374443,215.48855664465364,240.96755252869,245.17761873687527,250.94939541121576,159.4603116151219,258.7068595414033,198.24697104354672,218.43926236989662,233.57631046737345,189.92318160148486,259.9427647036043,225.98897212865415,256.3086552440709,218.24830569229601,230.67621669654235,191.6925467172808,262.9236302963432,172.0357158318161,226.30402478044317,266.5470682613908
KLRF1,291.00164059705367,316.009350894026,334.5220052257366,298.59801479309215,254.0367722971942,239.20118362359906,366.1738171039628,291.66606055071423,287.73893318444556,206.17329339626428,244.7080239151147,272.2309400229662,288.00760553927404,320.86329854411235,298.48305849206776,249.96032523486835,280.1522442473856,265.8733790128067,343.35783070136205,304.0169436719377
CLEC2B,92.70305428302764,119.23307962492274,108.044374358623,104.03281898376349,102.27454469107819,88.28884889111382,108.45275474735203,90.60264859660485,93.65620178160384,50.78159935868579,99.0258151251826,96.21312674784285,115.92758965102854,116.39909636922454,101.04548973450846,82.75713470613884,100.37540301911677,97.18900829459741,126.98564399905744,97.93262891392952
CLEC2A,173.7414858417008,178.4327205575767,216.088748717246,177.09403536930733,172.657027059132,144.75264760054708,219.23782680109872,215.95699802478416,203.10983518902037,174.68870179387912,150.4430652863351,192.4262534956857,183.85391171217807,223.6087903935103,195.4432498812203,147.78059768953366,222.4738410199827,198.84647674067057,234.8170288474191,200.9747862929336
LOC102724020,70.60166385793495,66.70382076918754,97.6554922087554,115.15083017286798,71.48220865505465,53.38395514346417,118.94818262612803,90.60264859660485,76.73038218251881,66.01607916629152,90.45627343165718,71.60046641699934,120.45601112177184,95.72294109311228,104.36935452840677,71.77914744920206,81.64864872450543,108.36015867328678,93.6430447367351,95.37786468139223
CLEC9A,415.01499798229594,256.80970996137205,458.149702809161,447.10287853327367,306.8236340732346,291.55852424507356,531.7683458579842,430.6728638770121,453.6119652554789,310.783388075157,282.7948758863388,337.11886271337187,451.93646278018156,547.5352230526023,503.897902754983,313.29486710181135,432.96255929141415,364.1795023452731,507.9425759962298,468.37344263183684
LOC645177,295.29913317971057,323.5135307305596,395.81640990995544,347.0407778313332,260.63513001919927,245.36087075553723,373.17076902314676,357.44606569619447,303.53636481025825,344.29924365188964,333.2599547482107,311.01452599884084,300.68718565735526,330.05270088905115,349.67057631810167,251.64924635132016,357.3064719411843,336.25162639854966,377.40984696926574,361.924932942783
FAR2,1540.9580546384063,1012.2304801724209,1839.8710287415513,1637.5242194238192,1319.671544401009,1324.3327333667073,2006.9590421526113,1546.4506870050636,1503.012780398751,1298.9933115951824,1254.0096011525527,1400.6841242825494,1891.9744904765516,1768.1941678719702,1630.0232949277286,1322.4252341817698,1474.9191682435892,1418.7360980935484,1650.813371987747,1653.7840465291401
BICD1,1836.871115329925,3515.2913545361835,2014.404248859327,1838.4425644840649,1739.76698603533,3156.839655118314,2281.0063256539847,2138.4707333143856,1944.212477948234,3488.6958759417134,2553.7234246705743,2671.592403184288,2149.188830014771,2079.8680640711436,2135.250743600271,3307.7520065708763,2078.6697267018585,1856.6451929381712,2050.9245631356152,2219.238529997394
CPNE8,1354.324091048735,611.1737577976809,1193.6825590197868,1269.8357065270063,1696.8776608422972,1001.9757734619429,1251.288234880739,1349.1106715686228,1367.6062236060707,1218.758384608459,1152.1272721295284,1031.4942193198967,1323.204753751193,1393.7260223157148,1318.9095502188472,1125.6659241151335,1482.4098699614335,1194.1959754818924,1394.713832972888,1336.1416936170035
LINC02471,43.588853338377234,38.354696942282835,45.71108145941742,50.03105035097023,86.87837667306641,47.224268011526,39.649394208709346,47.16302255713677,59.80456258343378,56.875391281728085,54.27376405899431,43.258615126937094,61.58653200210891,59.731115242102064,39.886377526779654,41.37856735306942,47.94049099420503,59.2070970070536,48.240356379530205,72.3849865885566
LRRK2,693.1241608313788,782.102298518724,731.3773033506787,736.1711694499905,878.6813033136717,586.1968920561162,643.7195765649282,723.5800566002825,784.2296414242732,759.6927264059394,687.4676780805946,595.178877091307,707.3394337301038,664.7001029505717,589.6536144375592,538.7658361481284,761.8043647047892,656.8636422669342,691.6815804417934,791.9769120865604
COL2A1,335.8183489590471,494.44207145160266,474.77191424894914,315.2750315767489,335.41651753525645,316.19727277282624,369.6722930635548,383.5098413198753,308.0499167033476,392.0339470490543,489.4160478302294,408.7193291303712,355.93392760042354,398.973218476092,397.53422935023724,386.76293566746523,373.03694554865785,376.4677677618314,361.8026728464765,329.56458599731064
ZNF641,111.73480714907967,80.04458492302506,130.8999150883317,108.79768092195114,112.17208127408576,71.86301653927869,117.7820239729307,115.42529204772947,153.46076436503762,113.75078256345617,137.11266709640668,112.6215669684052,140.38106559304236,110.27282813926536,118.99435962155931,90.35727973017201,113.85866611123694,88.25208799164594,114.9255549041749,119.22233085174028
FAIM2,419.31249056495284,622.0131286726738,473.7330260339624,333.54033567313485,337.6159701092581,451.71038967546605,452.46955744056544,426.94946735934343,296.7660369706242,509.8472575612053,565.5897517726776,507.91580864558904,405.74656377859986,365.27874321131645,386.89786200976266,583.5222457341015,304.1224897444881,355.2425820423216,380.247514991591,372.9955779504446
KRT7,84.72199662952195,278.488451711358,77.91661612400698,115.15083017286798,70.38248236805381,134.4865023806501,89.79421629619469,96.80830945938601,94.78458975487618,141.17284621714649,190.43425985612038,107.400699625499,131.32422265155577,84.23618816193881,88.4148035176949,172.26995387808495,79.40143820915208,112.82861882476251,90.09595970882847,109.85486199910355
KRT8,589.984338847613,803.7810402687098,484.12190818383,451.8677404714613,580.6554795364439,777.1471931461996,452.46955744056544,516.310983783392,481.8216645872872,610.3948242914032,724.6023587525381,581.0079514462758,464.61604289826283,477.08313840807165,503.897902754983,737.2140673312165,428.46813826070746,519.4584926090552,437.0008754380971,487.9599684146227
CSAD,238.8178020933626,411.8960932497331,221.2831897921798,224.74265475118372,271.63239288920767,370.6078424382801,229.73325467987473,235.81511278568385,226.80598262773944,260.00178871647125,310.40784356547624,296.097762161966,216.45854630152985,228.9692750947246,212.7273468094915,287.96105035503416,220.9757006764138,269.22472412641355,185.86725546230755,202.67796244795846
PCBP2,408.8757228642146,372.7075985478354,324.13312307586904,349.423208800427,394.80173703330183,511.2540319508684,375.5030863295414,358.68719786875073,361.08415144714735,441.7999144205663,445.6161680633217,418.4152256243399,396.68972083711327,355.3235573376328,365.6251273288135,464.45330702424866,329.59087558515955,377.5848827997003,371.7345109246151,408.76227720596665
