Geneid	A01	A04	A05	A14	A15	A16	A19	A20	A25	A26	A30	A31	A33	A36	A38	A41	A43	A50	A51	A57
PERM1	89.01948921	178.4327206	113.2388154	70.67878542	86.87837667	111.9009829	83.96342303	80.67359122	88.01426192	131.0165263	104.7388429	132.7591981	99.62527236	98.02029168	71.79547955	95.42404308	65.91817512	86.01785792	92.22421073	81.75245544
C1orf159	562.9715283	593.6640048	562.0385243	490.7807796	576.2565744	516.3871046	612.2332929	575.8853281	574.3494784	511.8785215	453.2335385	578.7704369	577.8265797	533.7511195	525.1706374	597.8780752	549.8175061	584.2511648	534.1910052	537.3520769
B3GALT6	109.8930246	87.54876476	66.48884576	92.12066414	52.78686178	98.55499411	83.96342303	80.67359122	83.50071002	76.17239904	79.98238914	84.27971568	74.26611212	68.15473406	63.15343108	70.93468689	74.90701718	74.84670754	96.48071276	75.7913389
C1QTNF12	111.7348071	138.4104281	116.3554801	90.53237683	90.17755553	118.06067	128.2774519	94.32604511	91.39942584	80.23492699	77.12587524	130.5216836	95.09685089	134.0121175	104.3693545	90.35727973	110.8623854	109.4772737	104.2842998	93.67468853
TAS1R3	152.8679504	250.9731256	107.0054861	118.3274048	105.5737236	187.8704575	121.2804999	111.7018955	104.9400815	119.8445745	148.5387227	134.9967127	124.0787483	124.0569317	123.6477703	112.3132542	111.6114556	132.9366895	111.3784699	88.56516006
MXRA8	202.5960789	257.6435077	185.9609905	196.1534831	142.9644173	235.0947255	193.5823364	194.8577511	151.2039884	263.0486847	222.808084	264.7725581	187.4766489	215.1851716	201.4262065	156.2252033	188.7656833	195.4951316	167.4224133	134.5509162
LINC01770	111.1208796	125.0696639	124.6665858	107.2093936	91.27728182	159.1252509	116.6158653	122.8720851	103.8116935	181.7981257	95.21712993	153.6426675	121.3616954	112.5701787	111.6818571	76.00145024	112.3605258	100.5403534	99.31838078	86.01039583
VWA1	234.5203095	229.2943839	257.6442773	283.5092853	162.7594905	204.2962899	330.0228989	245.7441702	164.7446441	179.7668617	204.7168293	250.6016325	182.0425431	245.0507292	235.3296274	223.7820479	205.9942972	310.5579805	291.5703893	178.8334963
CALML6	39.29136076	56.69824765	25.97220537	33.35403357	34.0915149	36.95812279	15.16006249	42.19849387	33.8516392	46.71907141	38.08685197	41.02110055	23.54779165	35.22604232	24.59659947	39.68964624	24.71931567	31.27922106	19.86367616	16.18017347
PEX10	158.393298	154.2525855	109.0832626	136.5927089	141.864691	174.5244687	116.6158653	115.425292	110.5820214	143.2041102	137.1126671	136.4883891	110.4934839	107.209694	120.9886785	139.3359921	119.1021573	161.9816805	124.147976	103.8937455
PRXL2B	85.94985165	160.0891698	73.76106326	69.0904981	98.97536583	101.6348377	87.46189899	79.43245904	50.7774588	83.28182295	75.22153264	92.48393579	83.32295506	82.7046211	75.11934434	93.73512196	74.15794701	72.61247746	87.96770869	85.15880775
ARHGEF16	448.1670836	367.704812	439.4497149	370.0709439	457.4861354	472.2426801	426.8140671	361.1694622	354.3138236	474.300138	434.1901125	419.1610638	410.2749852	427.307209	386.897862	444.1862536	434.4606996	483.7108114	390.1793531	384.066223
LRRC47	499.7369946	262.6462943	526.716325	499.5163599	415.6965365	394.2199764	478.1250478	471.6302256	467.1526209	423.5185387	397.0554318	507.9158086	467.3330958	558.2561925	456.0342497	456.853162	475.6595591	612.1790408	524.2591671	499.8822015
AJAP1	679.6177556	304.3361823	570.34963	585.2838747	657.6363196	542.0524676	574.916216	567.1974029	495.3623203	772.8959422	670.3285947	478.8281192	701.905328	599.608503	608.9320302	585.2111669	601.5033479	607.7105806	522.1309161	688.9347547
ESPN	428.5214032	417.7326776	407.2441803	372.4533748	416.7962628	374.7143005	392.9954661	430.6728639	396.0641786	493.5971458	440.8553116	527.3076016	383.1044564	372.9365785	360.9717166	468.6756098	364.7971737	546.2692535	375.281596	378.9566945
PHF13	178.6529059	145.9146079	146.4832383	188.2120466	179.2553848	246.3874853	171.425322	145.2124642	155.7175403	216.3296133	184.7212321	177.5094897	181.1368588	145.4988705	151.5682346	206.0483762	138.5779818	164.2159106	142.5928181	152.4342659
CASZ1	3096.65037	2984.995979	2826.814833	2422.932296	2559.06307	4495.544992	2579.542941	2803.717578	2490.352257	4625.18807	3219.291163	4055.868087	3039.476491	2473.480798	2523.478152	4331.238203	2444.965041	3418.372016	2380.094054	2809.389068
PRAMEF34P	14.12033277	13.34076415	10.38888215	12.7062985	17.59562059	8.212916176	5.830793266	23.58151128	11.28387973	11.17195186	13.33039819	12.67924926	10.86821153	9.955185874	18.61364285	10.97798726	13.48326309	10.05403534	12.7695061	7.664292698
MFAP2	114.1905172	148.4160012	127.7832504	101.650388	90.17755553	102.6614522	111.9512307	104.2551025	155.7175403	116.7976785	109.4996994	128.284169	110.4934839	101.8492093	111.0170841	119.0689387	103.3716837	92.72054814	118.4726399	105.5969216
KLHDC7A	46.6584909	100.8895289	33.24442288	44.47204476	63.78412465	56.46379871	25.65549037	37.23396518	44.00713096	55.85975929	49.51290756	42.51277694	46.189899	40.58652702	27.92046427	70.93468689	37.45350859	42.45037144	37.5991013	50.24369657
IFFO2	1024.03109	1175.654841	932.9216171	943.4426638	932.5678914	1132.355818	886.2805764	980.4944163	1002.00852	1152.742305	921.7018177	1131.436537	1076.858626	969.4819474	893.4548566	959.3071941	868.1723291	1092.538507	891.027759	929.9341806
PLA2G2E	34.37994066	119.2330796	37.39997574	30.17745894	37.39069376	72.88963106	33.81860094	42.19849387	37.23680312	70.07860711	61.89113445	55.93786439	38.03874035	39.05495997	41.8806964	60.80116019	33.70815773	48.03594663	24.12017819	39.17305157
PLA2G2F	102.5258945	238.4661592	69.6055104	69.88464176	114.3715338	142.6994186	92.1265336	57.09207994	81.24393408	148.2822701	125.6866115	102.9256705	103.2480095	63.56003289	78.44320914	162.1364272	72.65980666	157.5132203	56.75336045	82.60404352
CAMK2N1	7.367130142	103.3909222	4.15555286	5.559005595	7.698084009	21.55890496	4.664634613	12.41132173	6.77032784	28.43769564	24.75645378	15.66260203	7.245474353	5.360484701	14.62500509	16.88921116	8.988842061	6.702690227	7.803587061	15.3285854
SH2D5	191.5453837	245.9703391	204.6609784	183.4471846	182.5545636	139.619575	192.4161778	208.510205	163.6162561	207.1889254	133.3039819	219.2764284	197.4391761	204.4642022	232.0057626	183.2479411	214.9831393	205.549167	205.0215146	185.6462009
ALPL	1006.841119	1309.062483	1116.804831	1062.564212	1100.826013	1150.834879	1061.204374	945.7427155	1033.603384	1058.288531	1171.170698	1082.211216	986.2901963	1040.699816	971.2332928	1009.974828	990.2707671	1012.106224	939.9775324	905.2381264
RAP1GAP	851.5174589	1280.713359	811.3716959	706.7878542	889.6785662	973.2305668	721.8522063	774.4664757	828.2367724	1016.647619	908.3714195	966.6062966	729.0758568	791.8201687	731.9150276	971.9741025	707.1222422	943.962207	693.8098315	718.7403374
CNR2	505.8762697	414.3974865	481.0052435	551.9298412	392.6022845	431.1780992	490.952793	461.7011682	507.774588	397.112107	419.907543	412.4485201	517.145732	513.8407478	493.9263084	397.7409229	492.1391029	472.539661	541.9945923	454.7480334
LINC02800	188.4757461	177.5989228	197.3887608	177.888179	199.0504579	227.9084239	211.0747162	188.6520902	170.386584	246.7985729	174.2473478	202.8679882	211.0244405	179.9591293	181.4830177	191.6925467	185.0203324	206.666282	195.7990935	186.497789
PAFAH2	394.7553901	255.9759122	433.2163856	420.1019942	371.707485	350.075552	420.9832738	383.5098413	462.639069	320.9397079	348.4946955	363.2231994	442.8796198	409.6941879	438.0853798	363.11804	395.5090507	407.7469888	422.8125353	372.995578
TENT5B	141.8172552	204.2804511	138.1721326	148.5048637	135.2663333	147.8324912	157.4314182	135.2834068	124.1226771	182.8137577	136.1604958	149.1676384	124.9844326	153.1567057	138.9375484	131.7358471	133.3344906	161.9816805	149.6869882	149.8795016
STX12	449.3949386	441.9128126	423.8663917	481.2510558	486.0790189	496.8814286	473.4604132	451.7721108	514.5449158	468.2063461	447.5205107	428.8569603	485.4467817	493.1645925	461.3524334	439.9639508	497.3825941	512.7558024	469.6340577	461.560738
OPRD1	702.3330735	552.8079146	647.2273579	564.6361397	486.0790189	399.3530491	563.2546295	628.0128793	547.268167	527.1130013	466.5639366	623.5207284	585.9777383	585.058616	679.3979639	466.9866887	617.9828917	619.998846	650.5353941	554.3838385
ZCCHC17	440.7999535	436.910026	488.277461	481.2510558	478.3809348	411.6724233	460.632668	430.6728639	472.7945608	444.8468104	414.1945152	407.2276527	462.8046743	450.2807149	432.1024232	455.1642409	511.6149273	423.3865994	447.6421305	418.9813341
RBBP4	434.0467508	504.4476446	381.2719749	433.6024364	364.009401	680.6454281	448.9710815	443.0841856	423.14549	489.5346178	412.2901726	454.2154588	416.6147753	401.2705691	450.7160661	532.8546122	449.4421031	411.0983339	468.9246407	425.7940388
DLGAP3	344.4133341	269.3166764	395.8164099	343.8642032	299.1255501	279.23915	369.6722931	368.6162552	284.3537693	313.830284	276.1296768	282.6726747	348.6884532	372.9365785	325.7387498	274.4496814	352.8120509	294.91837	340.5201627	318.493941
AGO3	1098.930246	942.1914684	1108.493725	1137.213716	1217.397	1057.412958	1075.198278	1051.23895	1118.232482	1053.210371	948.3626141	955.4187238	1173.766845	1111.1519	1171.329953	1125.665924	1182.032731	1151.745604	1139.323711	1210.106658
THRAP3	1551.394822	1568.373586	1432.626848	1686.761126	1519.821729	1756.537447	1662.942239	1540.245026	1586.51349	1684.933467	1527.282764	1593.856216	1507.058665	1625.758432	1568.864183	1706.654788	1507.129186	1585.186239	1633.787364	1593.321293
GRIK3	1163.392635	827.9611753	1054.471538	906.9120556	953.4626908	668.3260538	1320.091595	1162.940846	1122.746033	912.0375245	870.2845675	1031.494219	818.7386019	1049.889218	999.81853	739.747449	979.7837847	1003.169304	1043.552415	939.3016495
LINC01137	278.7230904	334.3529016	253.4887245	250.1552518	268.333214	346.9957084	250.7241104	259.3966241	252.758906	340.2367157	277.0818481	272.23094	264.4598139	275.6820703	244.6364488	326.806236	257.6801391	292.6841399	279.5103002	215.4517836
RSPO1	115.4183722	129.2386527	110.1221508	105.6211063	109.9726287	109.8477539	104.9542788	95.56717729	109.4536334	121.8758385	121.8779263	96.21312675	129.5128541	110.2728281	115.6704948	99.64634587	113.8586661	137.4051497	100.0277978	109.0032739
BMP8B	391.6857525	473.5971275	462.3052557	348.6290651	313.4219918	426.0450266	445.4726055	431.913996	345.2867198	416.4091147	407.5293161	440.7903714	459.1819371	397.4416514	387.562635	398.5853835	340.8269282	360.8281572	442.6762115	406.207513
CITED4	11.05069521	25.01393279	10.38888215	7.147292907	2.199452574	12.31937426	16.32622114	8.687925208	2.256775947	16.25011179	14.28256949	11.18757288	1.811368588	2.297350586	3.323864794	19.42259284	1.498140344	3.351345114	14.89775712	11.07064501
FOXO6	157.165443	406.8933067	177.6498848	172.3291734	196.8510054	238.1745691	152.7667836	141.4890677	144.4336606	301.6427002	231.3776257	205.1055028	204.6846505	145.4988705	156.8864183	222.9375874	149.0649642	173.1528309	160.3282433	168.6144393
EDN2	89.63341672	192.6072825	97.65549221	100.8562444	120.9698916	142.6994186	65.30488458	86.87925208	108.3252454	150.3135341	115.2127272	129.0300072	83.32295506	77.3441364	93.06821423	123.2912415	85.39399958	71.49536242	81.58295564	81.75245544
CCDC30	607.1743092	736.2434217	642.0329169	576.5482945	640.040699	598.5162663	654.2150044	592.0200463	616.0998334	636.801256	735.076243	611.5873173	613.1482671	645.5555147	636.1877216	546.3659812	758.0590138	678.088828	659.7578152	596.1116543
ZNF691	38.06350573	24.18013503	25.97220537	34.14817722	50.5874092	21.55890496	34.9847596	27.3049078	51.90584677	29.45332763	28.56513898	26.10433671	28.98189741	39.05495997	21.27273468	37.15626456	29.2137367	32.3963361	25.5390122	34.91511118
PTPRF	1596.825458	1628.407025	1626.898945	1488.225212	1746.365344	1670.301827	1524.16936	1661.875979	1647.446441	1725.558746	1424.448264	1758.686456	1304.185384	1522.377655	1311.597048	1863.724452	1412.746344	1859.996538	1579.871671	1312.297227
ARTN	47.88634592	42.52368574	41.5555286	50.82519401	45.08877777	36.95812279	38.48323556	42.19849387	41.75035501	45.70343942	49.51290756	69.36295184	42.56716182	53.60484701	50.52274487	49.82317294	35.95536825	36.86479625	37.5991013	39.17305157
RAD54L	225.9253243	200.1114623	211.9331959	219.9777928	211.1474471	234.068111	199.4131297	214.7158659	218.9072668	166.5636459	189.4820886	211.8180465	206.4960191	183.0222634	218.7103034	190.8480862	202.2489464	199.9635918	212.1156847	222.2644882
TAL1	225.9253243	202.6128556	247.2553952	274.7737051	135.2663333	175.5510833	251.8902691	227.1271876	215.5221029	216.3296133	175.1995191	254.3308234	259.0257081	279.510988	256.6023621	188.3147045	241.2005953	247.9995384	267.4502111	246.1089544
DMRTA2	41.13314329	53.36305662	18.69998787	38.91303916	15.39616802	71.86301654	22.15701441	31.02830431	27.08131136	40.62527949	32.37382418	47.73364428	31.6989503	33.69447526	38.55683161	42.22302791	47.94049099	31.27922106	34.05201627	43.43099195
TTC39A	732.4155216	883.8256252	791.6328198	744.112606	691.7278345	873.6489582	752.1723313	791.8423261	750.3780022	821.6462776	671.280766	753.2965738	730.8872254	759.6572605	793.0741398	770.9924897	764.0515752	893.6920303	800.9317993	757.913389
ECHDC2	377.5654198	434.4086328	382.3108631	286.6858599	366.2088536	420.911954	330.0228989	363.6517266	391.5506267	322.9709719	287.5557324	299.8269531	272.6109725	317.8001644	250.6194055	389.2963173	287.642946	392.1073783	356.8367538	267.3986563
DIO1	179.880761	268.4828786	171.4165555	192.9769085	196.8510054	293.6117533	149.2683076	199.8222798	198.5962833	258.9861567	215.1907136	190.1887389	145.8151714	116.3990964	142.2614132	215.3374423	161.0500869	178.7384061	122.019725	156.6922063
SSBP3	4071.567258	4148.143854	4128.541766	3980.248006	3713.775671	4376.457707	4029.078147	3836.339545	3754.146787	4437.296152	3518.272951	4060.343116	4034.82353	3880.22514	3944.762737	4201.191277	3592.540544	3828.353235	3915.981871	3634.577915
TTC22	260.9191925	268.4828786	287.7720356	253.3318264	322.2198021	292.5851388	253.0564277	292.9071927	258.4008459	270.1581086	229.4732831	268.5017491	263.5541296	250.4112139	275.8807779	249.1158647	246.4440865	327.3147061	263.1937091	226.5224286
DHCR24	472.1102566	623.6807242	460.2274792	469.3389009	494.8768292	490.7217415	369.6722931	424.467203	463.767457	507.8159936	482.7508487	499.7115885	443.7853041	386.720682	422.7956018	561.5662712	373.7860157	508.2873422	426.3596204	367.8860495
USP24	1437.204305	1163.147875	1514.699017	1459.63604	1511.023918	1348.971482	1540.495581	1356.557465	1560.560567	1362.978127	1328.278962	1275.383308	1455.434661	1483.322695	1503.05166	1368.026104	1507.878256	1270.159798	1536.597234	1403.417152
ATG4C	484.3888068	504.4476446	529.8329896	501.8987908	527.8686178	592.3565792	518.9406007	537.4102307	469.4093969	484.4564579	457.994395	471.3697372	545.2219451	597.3111524	505.8922216	475.4312943	555.8100675	475.8910061	552.6358473	522.8750796
TCTEX1D1	175.5832684	130.0724505	199.4665373	199.3300577	183.6542899	171.4446252	208.7423989	174.9996363	197.4678953	160.469854	173.2951765	166.3219168	173.8913845	214.419388	188.7955203	156.2252033	210.4887183	155.2789903	225.5946078	190.7557294
RPE65	98.8423294	100.0557312	128.8221387	112.7683992	73.68166123	138.5929605	87.46189899	86.87925208	86.88587394	102.5788307	119.0214124	88.00890664	114.1162211	100.3176423	109.6875382	112.3132542	97.37912233	75.96382258	102.8654658	119.2223309
TYW3	159.0072256	152.58499	173.4943319	162.7994496	197.9507317	181.7107704	148.102149	161.3471824	159.1027042	155.391694	141.8735236	142.4550946	168.4572787	169.2381599	144.2557321	126.6690837	166.2935781	125.1168842	139.7551501	135.4025043
PTGFR	81.03843156	110.895102	77.91661612	73.06121639	117.6707127	452.7370042	44.31402882	67.02113732	86.88587394	275.2362685	204.7168293	164.8302404	85.13432365	54.37063054	80.43752801	242.3601802	63.6709646	78.19805265	80.16412163	88.56516006
LPAR3	580.7754262	525.2925886	571.3885182	532.8703934	607.0489104	1172.393784	497.9497449	482.8004151	485.2068285	794.224214	662.7112243	726.4463989	495.4093089	556.7246254	599.6252088	1140.866214	526.5963308	660.2149874	575.3371915	511.8044346
COL24A1	1684.003165	1267.372595	1819.093264	1497.754936	1338.366891	1858.172285	1865.853845	1872.868448	1492.857289	1576.260844	1851.973177	1478.251296	1624.797624	1848.601438	1899.921116	1438.960791	1889.904043	1400.862257	1976.435778	1663.151515
CLCA1	184.7921811	105.0585177	185.9609905	127.8571287	144.0641436	174.5244687	169.0930047	166.3117111	130.8930049	199.0638695	171.3908339	151.4051529	155.7776986	158.5171905	166.8580127	127.5135443	160.3010168	140.7564948	167.4224133	129.4413878
LINC02801	189.7036011	120.9006751	166.2221144	168.3584551	149.562775	142.6994186	163.2622114	187.4109581	137.6633327	174.6887018	159.9647783	161.8468876	164.8345415	158.5171905	146.2500509	151.1584399	159.5519466	164.2159106	153.2340732	166.9112632
PKN2-AS1	499.7369946	314.3417554	559.9607479	560.6654214	638.9409727	463.0031494	559.7561535	573.4030637	658.9785764	604.3010324	544.6419832	501.9491031	475.4842544	539.1116042	579.0172471	534.5435334	579.780313	514.9900325	566.8241875	541.6100173
LRRC8C	803.631113	456.9211723	869.5494359	972.0318354	599.3508264	739.1624558	956.2500956	820.3883661	909.4807065	713.989287	768.4022385	729.4297516	1008.026619	913.5797498	971.2332928	710.1913295	910.8693289	668.0347926	1020.141654	978.4747011
HFM1	404.5782303	368.5386097	356.3386577	381.9830987	428.8932519	383.9538312	411.6540046	418.2615422	365.5977033	381.8776272	511.3159877	367.6982286	326.0463459	433.4334773	390.8864998	367.3403428	426.9699979	322.8462459	419.9748673	434.3099195
EVI5	1881.073896	1281.547157	1621.704504	1875.767316	2186.255859	2096.346854	1683.933095	1668.08164	1926.15827	1832.200105	1856.734034	1558.801821	1860.27554	1731.436558	1775.608573	2072.30621	1816.495167	1713.654468	1652.941623	1894.783472
CCDC18	500.3509221	368.5386097	499.7052314	533.6645371	648.8385093	483.5354399	520.1067593	528.7223055	525.8287955	564.6913849	493.224733	474.35309	527.1082592	564.3824607	513.2047242	562.4107318	564.0498394	451.3144753	545.5416773	545.0163696
DNTTIP2	70.60166386	39.1884947	73.76106326	77.82607832	69.28275608	65.70332941	52.47713939	67.02113732	76.73038218	72.10987109	44.75205107	61.90456992	66.11495347	71.9836517	74.45457138	78.53483192	62.17282426	74.84670754	73.77936858	80.04927929
GCLM	134.4501251	100.8895289	173.4943319	154.0638693	177.0559322	184.790614	162.0960528	161.3471824	188.4407915	156.407326	144.7300375	162.5927258	183.8539117	172.301294	150.9034616	193.3814678	175.2824202	150.8105301	173.8071664	172.8723797
DPYD	3031.574053	1946.083971	2918.236996	3022.510756	4088.782335	2781.09874	2949.215234	2804.95871	3227.189604	2971.739194	2862.226926	2834.930967	2927.171639	3094.53124	3202.211342	2902.410939	3510.891895	2843.057771	3076.741553	3059.755963
LINC01930	38.67743324	25.01393279	40.51664038	30.9716026	48.38795663	39.01135184	59.47409131	44.68075821	38.36519109	34.53148756	37.13468067	38.78358598	28.98189741	37.52339291	31.90910202	41.37856735	46.44235065	59.20709701	33.34259926	39.17305157
LRRC39	101.911967	102.5571244	99.73326864	116.7391175	136.3660596	127.3002007	109.6189134	129.0777459	121.8659011	126.9539984	105.6910142	114.1132434	99.62527236	129.4174164	136.9432295	117.3800176	143.0724028	132.9366895	104.9937168	126.0350355
SLC30A7	548.237268	438.5776216	577.6218475	601.1667479	633.4423413	601.5961099	591.2424372	590.7789141	600.3024018	534.2224253	572.2549509	579.5162751	581.4493168	555.9588419	574.3638364	677.2573677	617.9828917	495.9990768	632.799969	576.5251285
DPH5	225.3113968	150.9173945	204.6609784	204.8890633	281.5299295	253.5737869	226.2347787	235.8151128	220.0356548	169.6105419	250.4210517	220.7681048	244.5347594	222.8430069	227.3523519	256.7160097	261.42549	231.2428128	245.4582839	287.8367702
LINC01307	176.1971959	172.5961362	222.322078	182.653041	201.2499105	198.1366027	188.9177018	155.1415216	170.386584	210.2358213	238.9949961	178.2553279	195.6278075	175.3644281	197.4375688	118.2244782	207.4924376	191.0266715	214.2439357	200.9747863
VAV3	2949.921694	1919.402443	3430.408886	3213.105234	2317.123287	2891.973108	3744.535435	3452.829704	3110.965642	2979.86425	3125.026204	3084.786761	3583.792752	3410.799837	3492.052352	2769.830631	3409.018352	2845.292001	3688.259012	3201.971171
SLC25A24	421.7682006	283.4912383	449.8385971	459.0150334	311.2225392	471.2160656	515.4421247	562.2328742	437.8145336	476.331402	495.1290756	435.569504	525.2968906	516.1380984	495.9206272	435.741648	513.8621378	398.8100685	524.2591671	481.1472638
FAM102B	690.0545233	429.4058462	781.2439377	744.112606	515.7716286	903.4207794	749.840014	662.7645801	713.1411991	640.8637839	661.759053	640.6750068	800.624916	677.7184229	755.8468541	626.5897342	710.867593	565.2602092	682.4591594	722.1466897
KCNA2	349.9386817	251.8069234	399.9719628	401.8366901	271.6323929	197.1099882	401.1585767	366.1339909	353.1854356	339.2210837	298.0296167	328.1688044	416.6147753	451.812282	426.1194666	271.9162997	351.3139106	344.0714317	440.5479605	381.5114587
CD53	160.8490081	125.9034617	174.5332201	223.9485111	159.4603116	137.5663459	195.9146537	176.2407685	165.8730321	176.7199658	173.2951765	161.1010494	258.1200238	189.9143151	211.3978009	171.4254933	236.7061743	155.2789903	219.2098547	196.7168459
AP4B1	44.81670836	20.84494399	25.97220537	31.76574625	28.59288346	31.82505018	41.98171152	32.26943649	24.82453541	27.42206365	36.18250937	29.83352767	48.00126759	49.01014584	36.56251273	35.46734345	30.71187704	36.86479625	33.34259926	48.54052042
TSPAN2	460.4456339	352.6964523	479.9663553	504.2812218	350.8126856	349.0489375	518.9406007	462.9423004	394.9357906	402.1902669	358.9685798	328.1688044	520.7684691	461.0016843	511.2104053	469.5200704	420.9774365	357.4768121	502.26724	489.6631446
LINC01649	3.683565071	20.84494399	6.23332929	9.529723876	5.498631435	5.13307261	6.996951919	7.446793035	6.77032784	2.031263974	12.37822689	4.475029151	12.67958012	6.892051759	5.31818367	14.35582949	4.494421031	5.585575189	18.44484215	4.257940388
IGSF3	923.9609053	1497.500776	974.4771457	888.6467515	902.8752816	1251.443102	945.7546677	963.1185659	936.5620178	1118.210818	1096.901337	1031.494219	924.7036643	919.706018	892.1253107	2229.375874	850.9437151	1133.871763	817.9578074	921.4182999
TRIM45	95.77269184	149.249799	122.5888094	102.4445317	130.8674282	151.9389493	104.9542788	107.978499	90.27103786	122.8914704	94.26495863	93.97561217	108.6821153	84.23618816	118.9943596	252.4937069	92.13563113	144.1078399	116.3443889	84.30721967
VTCN1	199.5264413	516.954611	167.2610026	177.0940354	207.8482682	393.1933619	174.923798	207.2690728	161.3594802	365.6275154	358.0164085	260.297529	175.7027531	158.5171905	177.49438	960.9961153	201.4998762	224.5401226	179.4825024	203.5295505
LINC01780	111.1208796	195.9424735	83.1110572	98.47381339	223.2444363	175.5510833	78.13262976	89.36151642	150.0756004	133.0477903	131.3996393	136.4883891	74.26611212	80.40727052	104.3693545	484.7203604	96.63005216	126.2339993	64.55694751	91.97151237
HAO2	79.19664902	169.2609452	43.63330503	57.97248691	144.0641436	204.2962899	46.64634613	52.12755125	99.29814165	114.7664146	114.2605559	85.02555387	34.41600318	48.24436231	45.2045612	382.5406329	39.7007191	78.19805265	48.24035638	60.4627535
ZNF697	304.5080459	488.6054871	243.0998423	235.8606659	246.3386883	458.8966913	255.3887451	234.5739806	279.8402174	300.6270682	355.1598946	290.1310566	260.8370767	236.6271104	235.9944004	989.7077742	263.6727005	261.4049189	273.1255471	262.2891279
LOC101927468	136.9058351	150.0835967	153.7554558	153.2697257	114.3715338	132.4332733	148.102149	168.7939755	144.4336606	134.0634223	175.1995191	137.9800655	113.2105368	134.0121175	124.3125433	169.7365722	146.8177537	125.1168842	137.6268991	126.0350355
OTUD7B	679.0038281	794.6092649	555.805195	615.4613337	795.1021055	802.8125562	542.2637737	683.8638271	691.7018276	602.2697684	752.2153264	694.3753566	654.8097447	603.4374207	577.0229282	1198.289532	644.2003477	652.3951821	657.6295642	645.5037628
GOLPH3L	554.9904707	865.4820745	536.0663189	565.4302833	618.0461733	1996.765245	489.7866343	640.424201	595.7888499	608.3635603	554.1636962	636.1999776	568.7697367	533.7511195	553.7558747	1168.733413	585.7728743	577.5484746	584.5596126	517.7655511
CERS2	222.2417593	237.6323615	202.5832019	276.3619924	168.2581219	483.5354399	248.3917931	258.1554919	247.1169661	219.3765092	203.764658	258.8058526	229.1381264	267.2584515	230.0114437	323.4283938	221.7247708	225.6572376	225.5946078	215.4517836
TUFT1	288.5459305	596.1653981	301.2775823	309.716026	354.1118644	318.2505018	292.705822	286.7015319	329.4892882	374.7682033	353.255552	364.7148758	327.8577145	318.565948	309.1194258	702.5911844	305.6206301	446.8460151	304.3398954	327.8614098
RIIAD1	46.6584909	153.4187878	59.21662825	67.50221079	62.68439836	65.70332941	47.81250478	75.70906253	65.44650245	97.50067077	78.07804654	124.554978	65.20926918	49.01014584	56.5057015	139.3359921	64.42003477	73.7295925	54.62510943	58.75957735
TDRKH-AS1	9.208912677	10.83937087	18.69998787	15.88287313	8.797810296	7.186301654	13.99390384	19.85811476	11.28387973	11.17195186	17.13908339	20.88346937	13.58526441	7.657835287	12.63068622	18.57813228	11.98512275	13.40538045	13.47892311	20.43811386
PGLYRP4	103.139822	54.19685437	86.22772184	88.14994586	76.98084009	71.86301654	95.62500956	80.67359122	86.88587394	79.219295	91.40844473	58.17537896	98.71958806	83.47040463	89.74434944	61.64562075	102.6226135	106.1259286	86.54887468	100.4873931
S100A8	207.507499	125.9034617	266.9942713	277.9502797	174.8564796	230.9882674	225.0686201	219.6803945	232.4479225	187.8919176	222.808084	159.6093731	295.2530799	274.1505033	264.5796376	164.6698089	217.97942	229.0085828	217.7910207	270.8050086
LMNA	1035.695712	968.0391989	997.3326864	984.7381339	895.1771976	883.9151034	1168.490971	1089.714048	977.1839849	946.569012	937.8887298	1096.382142	1018.894831	1079.754776	1030.398086	864.7276116	943.8284164	1174.087905	1046.390083	948.6691183
FCRL4	91.47519926	59.19964093	101.8110451	85.76751489	64.88385093	71.86301654	89.7942163	88.12038425	90.27103786	79.219295	109.4996994	88.75474483	104.1536938	79.64148699	101.0454897	61.64562075	81.64864872	67.02690227	104.2842998	95.37786468
FCRL3	95.15876433	42.52368574	115.3165919	84.17922757	69.28275608	75.96947463	100.2896442	99.2905738	99.29814165	82.26619096	99.97798642	70.85462823	82.41727077	95.72294109	85.75571168	53.20101517	75.65608735	80.43228273	104.9937168	83.4556316
FCRL2	143.0451103	61.70103421	156.8721205	128.6512723	104.4739973	114.9808265	148.102149	145.2124642	134.2781688	119.8445745	148.5387227	106.6548614	122.2673797	129.4174164	122.3182244	80.22375303	140.8251923	91.60343311	158.9094093	141.3636209
FCRL1	84.10806912	35.0195059	79.99439255	74.6495037	42.88932519	63.65010036	71.13567785	68.26226949	67.7032784	72.10987109	89.50410213	67.87127546	91.47411371	73.51521876	76.44889026	50.66763349	62.92189443	48.03594663	93.64304474	91.97151237
LOC105371458	66.91809879	55.86444989	96.61660399	98.47381339	74.78138752	101.6348377	95.62500956	94.32604511	73.34521826	94.45377481	99.02581513	88.00890664	97.81390377	88.06510581	71.79547955	70.09022633	95.13191182	68.14401731	105.7031338	121.7770951
CD1B	31.92423061	14.17456191	35.32219931	28.58917163	23.09425203	24.63874853	17.4923798	26.06377562	24.82453541	22.34390372	11.42605559	20.13763118	34.41600318	29.86555762	17.28409693	15.20029005	32.21001739	21.22518572	34.05201627	28.10240656
